id,station,gridblock,timestamp,latitude,longitude,polyCoords,timeOfDay,day,temp,windSpeed,windDirection,icon,shortForecast,longForecast
766,LWX,"112,85",2018-03-16:12:00:00,39.16983466,-76.51580729,"[[39.182291587018, -76.528001586906], [39.160382069221, -76.531875748074], [39.157376149329, -76.503615885568], [39.179285350402, -76.499735943962], [39.182291587018, -76.528001586906]]",Wednesday,3/21/2018,40,12 mph,N,"https://api.weather.gov/icons/land/day/snow,70/snow,60?size=medium",Rain And Snow Likely,"Rain and snow likely. Mostly cloudy, with a high near 40. Chance of precipitation is 70%."
767,LWX,"112,85",2018-03-16:12:00:00,39.16983466,-76.51580729,"[[39.182291587018, -76.528001586906], [39.160382069221, -76.531875748074], [39.157376149329, -76.503615885568], [39.179285350402, -76.499735943962], [39.182291587018, -76.528001586906]]",Wednesday Night,3/21/2018,32,7 to 10 mph,N,"https://api.weather.gov/icons/land/night/snow,60/snow,30?size=medium",Rain And Snow Likely then Chance Snow Showers,"Rain and snow likely before 8pm, then a chance of snow showers. Mostly cloudy, with a low around 32. Chance of precipitation is 60%."
768,LWX,"112,85",2018-03-16:12:00:00,39.16983466,-76.51580729,"[[39.182291587018, -76.528001586906], [39.160382069221, -76.531875748074], [39.157376149329, -76.503615885568], [39.179285350402, -76.499735943962], [39.182291587018, -76.528001586906]]",Thursday,3/22/2018,44,9 mph,NW,"https://api.weather.gov/icons/land/day/snow,30/snow?size=medium",Chance Snow Showers,"A chance of snow showers before 8am, then a slight chance of rain and snow showers. Partly sunny, with a high near 44. Chance of precipitation is 30%."
769,LWX,"112,85",2018-03-16:12:00:00,39.16983466,-76.51580729,"[[39.182291587018, -76.528001586906], [39.160382069221, -76.531875748074], [39.157376149329, -76.503615885568], [39.179285350402, -76.499735943962], [39.182291587018, -76.528001586906]]",Thursday Night,3/22/2018,32,9 mph,NW,https://api.weather.gov/icons/land/night/rain_showers/bkn?size=medium,Slight Chance Rain Showers then Mostly Cloudy,"A slight chance of rain showers before 8pm. Mostly cloudy, with a low around 32."
770,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",This Afternoon,3/16/2018,46,17 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 46. Northwest wind around 17 mph, with gusts as high as 29 mph. Little or no snow accumulation expected."
771,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Tonight,3/16/2018,27,5 to 17 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 27. West wind 5 to 17 mph, with gusts as high as 29 mph."
772,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Saturday,3/17/2018,42,7 mph,W,"https://api.weather.gov/icons/land/day/sleet,50/sleet,80?size=medium",Chance Sleet,"A chance of sleet and rain and snow after 11am. Partly sunny, with a high near 42. West wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
773,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Saturday Night,3/17/2018,28,7 mph,NW,"https://api.weather.gov/icons/land/night/rain,40/bkn?size=medium",Chance Light Rain then Mostly Cloudy,"A chance of rain before 8pm. Mostly cloudy, with a low around 28. Northwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
774,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Sunday,3/18/2018,50,6 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 50. Northwest wind around 6 mph."
775,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Sunday Night,3/18/2018,31,5 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 31."
776,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Monday,3/19/2018,49,5 mph,NE,https://api.weather.gov/icons/land/day/sct?size=medium,Mostly Sunny,"Mostly sunny, with a high near 49."
777,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Monday Night,3/19/2018,37,3 to 7 mph,E,"https://api.weather.gov/icons/land/night/rain,50?size=medium",Chance Light Rain,"A chance of rain after 8pm. Mostly cloudy, with a low around 37. Chance of precipitation is 50%."
778,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Tuesday,3/20/2018,44,6 to 14 mph,NE,"https://api.weather.gov/icons/land/day/rain,80?size=medium",Light Rain,"Rain. Cloudy, with a high near 44. Chance of precipitation is 80%."
779,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Tuesday Night,3/20/2018,34,14 mph,NE,"https://api.weather.gov/icons/land/night/snow,80/snow,60?size=medium",Rain And Snow Likely,"Rain before 8pm, then rain and snow likely. Cloudy, with a low around 34. Chance of precipitation is 80%."
780,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Wednesday,3/21/2018,41,12 mph,N,"https://api.weather.gov/icons/land/day/snow,60/snow,50?size=medium",Rain And Snow Likely,"Rain and snow likely. Mostly cloudy, with a high near 41. Chance of precipitation is 60%."
781,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Wednesday Night,3/21/2018,31,10 mph,N,"https://api.weather.gov/icons/land/night/snow,50/snow,30?size=medium",Chance Rain And Snow then Chance Snow Showers,"A chance of rain and snow before 8pm, then a chance of snow showers. Mostly cloudy, with a low around 31. Chance of precipitation is 50%."
782,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Thursday,3/22/2018,45,8 mph,NW,"https://api.weather.gov/icons/land/day/snow,30/snow?size=medium",Chance Snow Showers,"A chance of snow showers before 8am, then a slight chance of rain and snow showers. Partly sunny, with a high near 45. Chance of precipitation is 30%."
783,LWX,"113,49",2018-03-16:12:00:00,38.37658002,-76.6262994,"[[38.389073930596, -76.638411453772], [38.367082584991, -76.642233807787], [38.364084569765, -76.614190186611], [38.38607558596, -76.610362137331], [38.389073930596, -76.638411453772]]",Thursday Night,3/22/2018,32,8 mph,NW,https://api.weather.gov/icons/land/night/rain_showers/bkn?size=medium,Slight Chance Rain Showers then Mostly Cloudy,"A slight chance of rain showers before 8pm. Mostly cloudy, with a low around 32."
784,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",This Afternoon,3/16/2018,47,17 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 47. Northwest wind around 17 mph, with gusts as high as 30 mph. Little or no snow accumulation expected."
785,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Tonight,3/16/2018,28,5 to 17 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 28. West wind 5 to 17 mph, with gusts as high as 30 mph."
786,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Saturday,3/17/2018,41,7 mph,W,"https://api.weather.gov/icons/land/day/rain,50/sleet,80?size=medium",Light Rain then Chance Sleet,"Rain between 11am and 5pm, then a chance of sleet and a chance of rain and snow. Partly sunny, with a high near 41. West wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
787,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Saturday Night,3/17/2018,29,7 mph,NW,"https://api.weather.gov/icons/land/night/sleet,40/bkn?size=medium",Chance Sleet then Mostly Cloudy,"A chance of sleet and a chance of rain and snow before 8pm. Mostly cloudy, with a low around 29. Northwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
788,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Sunday,3/18/2018,50,7 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 50. Northwest wind around 7 mph."
789,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Sunday Night,3/18/2018,31,2 to 6 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 31."
790,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Monday,3/19/2018,50,5 mph,NE,https://api.weather.gov/icons/land/day/sct?size=medium,Mostly Sunny,"Mostly sunny, with a high near 50."
791,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Monday Night,3/19/2018,37,2 to 8 mph,E,"https://api.weather.gov/icons/land/night/rain,50?size=medium",Chance Light Rain,"A chance of rain after 8pm. Mostly cloudy, with a low around 37. Chance of precipitation is 50%."
792,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Tuesday,3/20/2018,44,7 to 14 mph,NE,"https://api.weather.gov/icons/land/day/rain,80?size=medium",Light Rain,"Rain. Cloudy, with a high near 44. Chance of precipitation is 80%."
793,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Tuesday Night,3/20/2018,34,14 mph,NE,"https://api.weather.gov/icons/land/night/snow,80/snow,60?size=medium",Rain And Snow Likely,"Rain before 8pm, then rain and snow likely. Cloudy, with a low around 34. Chance of precipitation is 80%."
794,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Wednesday,3/21/2018,42,13 mph,N,"https://api.weather.gov/icons/land/day/snow,60?size=medium",Rain And Snow Likely,"Rain and snow likely. Mostly cloudy, with a high near 42. Chance of precipitation is 60%."
795,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Wednesday Night,3/21/2018,31,10 mph,N,"https://api.weather.gov/icons/land/night/snow,60/snow,30?size=medium",Rain And Snow Likely then Chance Snow Showers,"Rain and snow likely before 8pm, then a chance of snow showers. Mostly cloudy, with a low around 31. Chance of precipitation is 60%."
796,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Thursday,3/22/2018,45,9 mph,NW,"https://api.weather.gov/icons/land/day/snow,30/snow?size=medium",Chance Snow Showers,"A chance of snow showers before 8am, then a slight chance of rain and snow showers. Partly sunny, with a high near 45. Chance of precipitation is 30%."
797,LWX,"113,54",2018-03-16:12:00:00,38.48650812,-76.60715358,"[[38.498996222985, -76.619276113486], [38.477018128421, -76.623106020671], [38.474018469514, -76.595033900198], [38.495996236394, -76.591198286942], [38.498996222985, -76.619276113486]]",Thursday Night,3/22/2018,32,9 mph,NW,https://api.weather.gov/icons/land/night/rain_showers/bkn?size=medium,Slight Chance Rain Showers then Mostly Cloudy,"A slight chance of rain showers before 8pm. Mostly cloudy, with a low around 32."
798,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",This Afternoon,3/16/2018,44,17 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 44. Northwest wind around 17 mph, with gusts as high as 30 mph. Little or no snow accumulation expected."
799,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Tonight,3/16/2018,28,5 to 17 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 28. West wind 5 to 17 mph, with gusts as high as 30 mph."
800,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Saturday,3/17/2018,41,5 to 9 mph,W,"https://api.weather.gov/icons/land/day/sleet,30/sleet,60?size=medium",Chance Sleet,"A chance of sleet and rain and snow likely between 11am and 5pm, then a slight chance of sleet and a slight chance of rain and snow. Partly sunny, with a high near 41. West wind 5 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
801,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Saturday Night,3/17/2018,28,3 to 8 mph,NW,"https://api.weather.gov/icons/land/night/sleet,20/sct?size=medium",Slight Chance Sleet then Partly Cloudy,"A slight chance of sleet and a slight chance of rain and snow before 8pm. Partly cloudy, with a low around 28. Northwest wind 3 to 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
802,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Sunday,3/18/2018,50,2 to 7 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 50. Northwest wind 2 to 7 mph."
803,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Sunday Night,3/18/2018,31,2 to 6 mph,W,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 31."
804,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Monday,3/19/2018,48,3 mph,NE,https://api.weather.gov/icons/land/day/sct?size=medium,Mostly Sunny,"Mostly sunny, with a high near 48."
805,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Monday Night,3/19/2018,35,6 mph,E,"https://api.weather.gov/icons/land/night/rain,30/snow,30?size=medium",Chance Light Rain then Chance Rain And Snow,"A chance of rain between 8pm and 2am, then a chance of rain and snow. Mostly cloudy, with a low around 35. Chance of precipitation is 30%."
806,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Tuesday,3/20/2018,42,6 to 14 mph,NE,"https://api.weather.gov/icons/land/day/snow,80?size=medium",Rain And Snow,"Rain and snow. Cloudy, with a high near 42. Chance of precipitation is 80%."
807,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Tuesday Night,3/20/2018,32,14 mph,NE,"https://api.weather.gov/icons/land/night/snow,80/snow,70?size=medium",Rain And Snow,"Rain and snow. Cloudy, with a low around 32. Chance of precipitation is 80%."
808,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Wednesday,3/21/2018,40,12 mph,N,"https://api.weather.gov/icons/land/day/snow,70/snow,60?size=medium",Rain And Snow Likely,"Rain and snow likely. Mostly cloudy, with a high near 40. Chance of precipitation is 70%."
809,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Wednesday Night,3/21/2018,31,10 mph,N,"https://api.weather.gov/icons/land/night/snow,60/snow,30?size=medium",Rain And Snow Likely then Chance Snow Showers,"Rain and snow likely before 8pm, then a chance of snow showers. Mostly cloudy, with a low around 31. Chance of precipitation is 60%."
810,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Thursday,3/22/2018,44,8 mph,NW,"https://api.weather.gov/icons/land/day/snow,30/snow?size=medium",Chance Snow Showers,"A chance of snow showers before 8am, then a slight chance of rain and snow showers. Partly sunny, with a high near 44. Chance of precipitation is 30%."
811,LWX,"113,76",2018-03-16:12:00:00,38.96953859,-76.52243576,"[[38.982006810239, -76.534603496049], [38.960075595155, -76.538469104904], [38.957068804743, -76.510270907236], [38.978999699576, -76.506399541128], [38.982006810239, -76.534603496049]]",Thursday Night,3/22/2018,32,8 mph,NW,https://api.weather.gov/icons/land/night/rain_showers/bkn?size=medium,Slight Chance Rain Showers then Mostly Cloudy,"A slight chance of rain showers before 8pm. Mostly cloudy, with a low around 32."
812,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",This Afternoon,3/16/2018,42,18 to 22 mph,NW,https://api.weather.gov/icons/land/day/wind_sct?size=medium,Mostly Sunny,"Mostly sunny, with a high near 42. Northwest wind 18 to 22 mph, with gusts as high as 37 mph."
813,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Tonight,3/16/2018,26,7 to 21 mph,W,https://api.weather.gov/icons/land/night/wind_few?size=medium,Mostly Clear,"Mostly clear, with a low around 26. West wind 7 to 21 mph, with gusts as high as 35 mph."
814,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Saturday,3/17/2018,42,7 to 10 mph,W,"https://api.weather.gov/icons/land/day/bkn/rain,30?size=medium",Partly Sunny then Chance Light Rain,"A chance of rain between 2pm and 5pm. Partly sunny, with a high near 42. West wind 7 to 10 mph. Chance of precipitation is 30%."
815,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Saturday Night,3/17/2018,26,5 to 9 mph,NW,https://api.weather.gov/icons/land/night/sct?size=medium,Partly Cloudy,"Partly cloudy, with a low around 26. Northwest wind 5 to 9 mph."
816,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Sunday,3/18/2018,48,5 to 8 mph,NW,https://api.weather.gov/icons/land/day/few?size=medium,Sunny,"Sunny, with a high near 48. Northwest wind 5 to 8 mph."
817,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Sunday Night,3/18/2018,28,3 to 8 mph,NW,https://api.weather.gov/icons/land/night/few?size=medium,Mostly Clear,"Mostly clear, with a low around 28."
818,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Monday,3/19/2018,46,5 mph,NE,https://api.weather.gov/icons/land/day/sct?size=medium,Mostly Sunny,"Mostly sunny, with a high near 46."
819,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Monday Night,3/19/2018,32,2 to 7 mph,E,https://api.weather.gov/icons/land/night/rain/snow?size=medium,Slight Chance Light Rain then Slight Chance Rain And Snow,"A slight chance of rain between 8pm and 2am, then a slight chance of rain and snow. Mostly cloudy, with a low around 32."
820,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Tuesday,3/20/2018,40,6 to 13 mph,NE,"https://api.weather.gov/icons/land/day/snow,80?size=medium",Rain And Snow,"Rain and snow. Cloudy, with a high near 40. Chance of precipitation is 80%."
821,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Tuesday Night,3/20/2018,30,13 mph,NE,"https://api.weather.gov/icons/land/night/snow,80/snow,70?size=medium",Rain And Snow,"Rain and snow. Mostly cloudy, with a low around 30. Chance of precipitation is 80%."
822,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Wednesday,3/21/2018,39,12 mph,N,"https://api.weather.gov/icons/land/day/snow,70/snow,60?size=medium",Light Snow Likely,"Snow likely before 8am, then rain and snow likely. Mostly cloudy, with a high near 39. Chance of precipitation is 70%."
823,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Wednesday Night,3/21/2018,29,8 to 12 mph,N,"https://api.weather.gov/icons/land/night/snow,60/snow,40?size=medium",Rain And Snow Likely then Chance Snow Showers,"Rain and snow likely before 8pm, then a chance of snow showers. Mostly cloudy, with a low around 29. Chance of precipitation is 60%."
824,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Thursday,3/22/2018,43,9 mph,NW,"https://api.weather.gov/icons/land/day/snow,40/snow?size=medium",Chance Snow Showers,"A chance of snow showers before 8am, then a slight chance of rain and snow showers. Partly sunny, with a high near 43. Chance of precipitation is 40%."
825,LWX,"113,99",2018-03-16:12:00:00,39.47333294,-76.43303291,"[[39.485779301557, -76.445248249119], [39.46389905606, -76.449151684721], [39.460884986386, -76.42082048545], [39.482764919455, -76.416911238407], [39.485779301557, -76.445248249119]]",Thursday Night,3/22/2018,29,9 mph,NW,https://api.weather.gov/icons/land/night/snow/bkn?size=medium,Slight Chance Rain And Snow Showers then Mostly Cloudy,"A slight chance of rain and snow showers before 8pm. Mostly cloudy, with a low around 29."
